module,key,english,lao,priority
"admin","admin.ClaimAdministratorFormPanel.title","Claim Administrator","",1
"admin","admin.EnrolmentOfficerFormPanel.substitutionOfficer","Substitution Officer","",1
"admin","admin.EnrolmentOfficerFormPanel.substitutionOfficer.placeholder","Search for an Officer...","",1
"admin","admin.EnrolmentOfficerFormPanel.title","Enrolment Officer","",1
"admin","admin.EnrolmentOfficerPicker.closeText","Close","",1
"admin","admin.EnrolmentOfficerPicker.label","Select an Officer","",1
"admin","admin.EnrolmentZonesPicker.table.addButton","Add a municipality","",1
"admin","admin.InteractiveUserFormPanel.title","Interactive User","",1
"admin","admin.mainMenu","Administration","",1
"admin","admin.menu.claimAdministrators","Claim Administrators","",1
"admin","admin.menu.enrollmentOfficers","Enrollment Officers","",1
"admin","admin.menu.healthFacilities","Health Facilities","",1
"admin","admin.menu.locations","Locations","",1
"admin","admin.menu.medicalItems","Medical Items","",1
"admin","admin.menu.medicalItemsPrices","Medical Items Price Lists","",1
"admin","admin.menu.medicalServices","Medical Services","",1
"admin","admin.menu.medicalServicesPrices","Medical Services Price Lists","",1
"admin","admin.menu.payers","Payers","",1
"admin","admin.menu.products","Products","",1
"admin","admin.menu.users","Users","",1
"admin","admin.menu.usersProfiles","Users Profiles","",1
"admin","admin.password.unknownScore","Unknown score.","",1
"admin","admin.PaymentPointManagerPicker.label","Payment Point Manager","",1
"admin","admin.PaymentPointManagerPicker.placeholder","Search for an PPM...","",1
"admin","admin.user.addNewUser.tooltip","Add new user","",1
"admin","admin.user.addNewUserTooltip","Add new user","",1
"admin","admin.user.address","Address","",1
"admin","admin.user.createUser.mutationLabel","Create user","",1
"admin","admin.user.CreateUser.mutationLabel","Create user","",1
"admin","admin.user.deleteDialog.message","Are you sure you want to delete this user?","",1
"admin","admin.user.deleteDialog.title","Delete user","",1
"admin","admin.user.deleteDialog.yes.button","Yes","",1
"admin","admin.user.deleteUser.buttonText","Delete","",1
"admin","admin.user.deleteUser.tooltip","Delete user","",1
"admin","admin.user.deleteUserDialog.message","Are you sure you want to delete this user?","",1
"admin","admin.user.lastName","admin.user.otherNames","",1
"admin","admin.user.openInNewTab.buttonText","Open in new tab","",1
"admin","admin.user.openNewTab.buttonText","Open","",1
"admin","admin.user.updateUser.mutationLabel","Update user","",1
"admin","admin.user.username","User name","",1
"admin","admin.user.UserOverview.title","admin.user.UserOverview.newTitle","",1
"admin","admin.user.userRoles.placeholder","Select User Role(s)","",1
"admin","admin.user.userTypes.none"," ","",1
"admin","admin.user.userTypes.noOptions","No user type found","",1
"admin","admin.UserFilter.showDeleted","Show Deleted","",1
"admin","admin.UserPicker.closeText","Close","",1
"admin","admin.UserPicker.label","User","",1
"calculation","calculation.gql_mutation_update_calculation_rule_perms","Calculation | Mutation Update Calculation Rule","",1
"claim","claim.approvalStatus","Approval Status","",1
"claim","claim.approvalStatus.1","Passed","",1
"claim","claim.approvalStatus.2","Rejected","",1
"claim","claim.approvalStatus.null"," ","",1
"claim","claim.attachments.title","Attachments of claim {code}","",1
"claim","claim.attachmentStatus.1","With attachment","",1
"claim","claim.attachmentStatus.2","Without attachment","",1
"claim","claim.attachmentStatus.null","All","",1
"claim","claim.attachmentType.Diagnosis","Diagnosis","",1
"claim","claim.BypassClaimFeedback.mutationLabel","Bypass claim {code} feedback","",1
"claim","claim.BypassClaimsFeedback.mutationLabel","Bypassed {count} claims feedbacks","",1
"claim","claim.calculateAge.util.dobNotProvided","Date of birth not provided","",1
"claim","claim.claim_print_perms","Claim | Claim Print","",1
"claim","claim.ClaimAdminPicker.label","Claim Administrator","",1
"claim","claim.ClaimAdminPicker.placeholder","Search a Claim Administrator","",1
"claim","claim.ClaimAttachment.create.mutationLabel","Added attachment {file} to claim {code}","",1
"claim","claim.claimAttachment.date","Date","",1
"claim","claim.ClaimAttachment.delete.mutationLabel","Deleted attachment {file} from claim {code}","",1
"claim","claim.claimAttachment.fileName","Attachment","",1
"claim","claim.claimAttachment.title","Title","",1
"claim","claim.ClaimAttachment.update.mutationLabel","Updated attachment {file} of claim {code}","",1
"claim","claim.ClaimChildPanel.review.explanationRequired","Explanation required if provided quantity is greater than {threshold}.","",1
"claim","claim.claimedDate","Date Claimed","",1
"claim","claim.claimFeedback.buttonText","Feedback","",1
"claim","claim.ClaimFilter.claimedDateFrom","Claimed From","",1
"claim","claim.ClaimFilter.claimedDateTo","Claimed To","",1
"claim","claim.ClaimFilter.claimNo","Claim No.","",1
"claim","claim.ClaimFilter.processedDateFrom","Processed From","",1
"claim","claim.ClaimFilter.processedDateTo","Processed To","",1
"claim","claim.ClaimFilter.randomFilter.invalidAlert.title","Invalid random filtering!","",1
"claim","claim.ClaimFilter.randomFilter.zeroAlert.title","Invalid random filtering!","",1
"claim","claim.ClaimHistoryModal.title","History of Claim {code}","",1
"claim","claim.ClaimHistoryReport.claimStatus","Claim Status","",1
"claim","claim.ClaimHistoryReport.claimStatus.1","Rejected","",1
"claim","claim.ClaimHistoryReport.claimStatus.16","Valuated","",1
"claim","claim.ClaimHistoryReport.claimStatus.2","Entered","",1
"claim","claim.ClaimHistoryReport.claimStatus.4","Checked","",1
"claim","claim.ClaimHistoryReport.claimStatus.8","Processed","",1
"claim","claim.ClaimHistoryReport.claimStatus.null","Any","",1
"claim","claim.ClaimHistoryReport.dateEnd","Date To","",1
"claim","claim.ClaimHistoryReport.dateStart","Date From","",1
"claim","claim.ClaimMasterPanelExt.InsureeLastVisit.claimCode","Claim No.","",1
"claim","claim.ClaimMasterPanelExt.InsureeLastVisit.header","Insuree Last Visit","",1
"claim","claim.ClaimMasterPanelExt.InsureePolicyEligibilitySummary.header","Policy Information","",1
"claim","claim.ClaimMasterPanelExt.InsureePolicyEligibilitySummaryActive.header","Policy Information (Active)","",1
"claim","claim.ClaimMasterPanelExt.InsureePolicyEligibilitySummaryInactive.header","Policy Information (Inactive)","",1
"claim","claim.ClaimOfficerPicker.label","Enrolment Officer","",1
"claim","claim.ClaimOfficerPicker.placeholder","Search an Enrolment Officer","",1
"claim","claim.ClaimPercentageReferralsReport.dateEnd","Date To","",1
"claim","claim.ClaimPercentageReferralsReport.dateStart","Date From","",1
"claim","claim.claimReview.buttonText","Review","",1
"claim","claim.ClaimsOverviewReport.claimStatus","Claim Status","",1
"claim","claim.ClaimsOverviewReport.claimStatus.1","Rejected","",1
"claim","claim.ClaimsOverviewReport.claimStatus.16","Valuated","",1
"claim","claim.ClaimsOverviewReport.claimStatus.2","Entered","",1
"claim","claim.ClaimsOverviewReport.claimStatus.4","Checked","",1
"claim","claim.ClaimsOverviewReport.claimStatus.8","Processed","",1
"claim","claim.ClaimsOverviewReport.claimStatus.null","Any","",1
"claim","claim.ClaimsOverviewReport.dateEnd","Date To","",1
"claim","claim.ClaimsOverviewReport.dateStart","Date From","",1
"claim","claim.claimStatus","Claim Status","",1
"claim","claim.claimStatus.1","Rejected","",1
"claim","claim.claimStatus.16","Valuated","",1
"claim","claim.claimStatus.2","Entered","",1
"claim","claim.claimStatus.4","Checked","",1
"claim","claim.claimStatus.8","Processed","",1
"claim","claim.claimStatus.null","Any","",1
"claim","claim.claimSummaries.claimedDate","Claimed Date","",1
"claim","claim.claimSummaries.claimStatus","Status","",1
"claim","claim.claimSummaries.code","Claim No.","",1
"claim","claim.claimSummaries.deleteSelected","Delete Selected","",1
"claim","claim.claimSummaries.feedbackStatus","Feedback Status","",1
"claim","claim.claimSummaries.markBypassedFeedback","Bypass Feedback","",1
"claim","claim.claimSummaries.markSelectedForFeedback","Select For Feedback","",1
"claim","claim.claimSummaries.markSkippedFeedback","Skip Feedback","",1
"claim","claim.claimSummaries.processedDate","Processed On","",1
"claim","claim.claimSummaries.reviewStatus","Review Status","",1
"claim","claim.claimSummaries.submitAll","Submit All","",1
"claim","claim.claimSummaries.submitSelected","Submit Selected","",1
"claim","claim.code","Claim No.","",1
"claim","claim.CreateClaim.mutationLabel","Create Claim - {code}","",1
"claim","claim.deleteClaim.confirm.message","Are you sure you want to delete claim {code}?","",1
"claim","claim.deleteClaim.confirm.title","Delete Claim","",1
"claim","claim.DeleteClaim.mutationLabel","Delete claim {code}","",1
"claim","claim.deleteClaimAttachment.confirm.message","Are you sure you want to delete claim attachment {file}?","",1
"claim","claim.deleteClaimAttachment.confirm.title","Delete Claim Attachment","",1
"claim","claim.deleteClaims.confirm.message","Are you sure you want to delete {count} claims?","",1
"claim","claim.deleteClaims.confirm.title","Delete Claims","",1
"claim","claim.DeleteClaims.mutationLabel","Deleted {count} claims","",1
"claim","claim.deleteHealthFacility.textButton","Delete","",1
"claim","claim.DeliverClaimFeedback.mutationLabel","Deliver claim {code} feedback","",1
"claim","claim.duplicate.buttonText","Duplicate","",1
"claim","claim.edit.claimCodeExists","Claim code already registered","",1
"claim","claim.edit.duplicate","Duplicate the claim","",1
"claim","claim.edit.items.appPrice","App. Price","",1
"claim","claim.edit.items.appQuantity","App. Quantity","",1
"claim","claim.edit.items.delete"," ","",1
"claim","claim.edit.items.explanation","Explanation","",1
"claim","claim.edit.items.fetchingPricelist"," (fetching prices list…)","",1
"claim","claim.edit.items.item","Item","",1
"claim","claim.edit.items.justification","Justification","",1
"claim","claim.edit.items.price","Price","",1
"claim","claim.edit.items.pricevaluated","Valuated","",1
"claim","claim.edit.items.quantity","Quantity","",1
"claim","claim.edit.items.rejectall","Reject All items","",1
"claim","claim.edit.items.rejectionReason","R","",1
"claim","claim.edit.items.status","Status","",1
"claim","claim.edit.items.title","Items","",1
"claim","claim.edit.items.totalApproved","Total Approved: {totalApproved}","",1
"claim","claim.edit.items.totalClaimed","Total Claimed: {totalClaimed}","",1
"claim","claim.edit.page.title","Claim {code}","",1
"claim","claim.edit.renew","Add new claim","",1
"claim","claim.edit.restore","Restore the claim","",1
"claim","claim.edit.services.appPrice","App. Price","",1
"claim","claim.edit.services.appQuantity","App. Quantity","",1
"claim","claim.edit.services.delete"," ","",1
"claim","claim.edit.services.explanation","Explanation","",1
"claim","claim.edit.services.fetchingPricelist"," (fetching prices list…)","",1
"claim","claim.edit.services.justification","Justification","",1
"claim","claim.edit.services.MaxApproved","Quantity set is more than quantity approved for this element. You will be reimbursed only for {totalApproved} element(s)","",1
"claim","claim.edit.services.price","Price","",1
"claim","claim.edit.services.pricevaluated","Valuated","",1
"claim","claim.edit.services.quantity","Quantity","",1
"claim","claim.edit.services.rejectall","Reject all Services","",1
"claim","claim.edit.services.rejectionReason","R","",1
"claim","claim.edit.services.service","Service","",1
"claim","claim.edit.services.status","Status","",1
"claim","claim.edit.services.title","Services","",1
"claim","claim.edit.services.totalApproved","Total Approved: {totalApproved}","",1
"claim","claim.edit.services.totalClaimed","Total Claimed: {totalClaimed}","",1
"claim","claim.edit.title","Claim {code}","",1
"claim","claim.expiryDate","Expiry Date","",1
"claim","claim.Feedback","Feedback","",1
"claim","claim.Feedback.careRendered","Care Rendered","",1
"claim","claim.Feedback.date","Feedback Date","",1
"claim","claim.Feedback.drugPrescribed","Drugs Prescribed","",1
"claim","claim.Feedback.drugReceived","Drugs Received","",1
"claim","claim.Feedback.enrollmentOfficer","Enrollment Officer","",1
"claim","claim.Feedback.overallAssesment","Overall Assessment","",1
"claim","claim.Feedback.OverallAssesment.-1","Unknown","",1
"claim","claim.Feedback.OverallAssesment.0","Very Bad","",1
"claim","claim.Feedback.OverallAssesment.1","Bad","",1
"claim","claim.Feedback.OverallAssesment.2","Not So Bad","",1
"claim","claim.Feedback.OverallAssesment.3","Not So Good","",1
"claim","claim.Feedback.OverallAssesment.4","Good","",1
"claim","claim.Feedback.OverallAssesment.5","Very Good","",1
"claim","claim.Feedback.paymentAsked","Payment Asked","",1
"claim","claim.Feedback.Tristate.-1","Unknown","",1
"claim","claim.Feedback.Tristate.0","No","",1
"claim","claim.Feedback.Tristate.1","Yes","",1
"claim","claim.feedbackButton.tooltip","Deliver Feedback","",1
"claim","claim.feedbackStatus","Feedback Status","",1
"claim","claim.feedbackStatus.1","Idle","",1
"claim","claim.feedbackStatus.16","Bypassed","",1
"claim","claim.feedbackStatus.2","Not Selected","",1
"claim","claim.feedbackStatus.4","Selected","",1
"claim","claim.feedbackStatus.8","Delivered","",1
"claim","claim.feedbackStatus.null","Any","",1
"claim","claim.gql_mutation_bypass_claim_feedback_perms","Claim | Mutation Bypass Claim Feedback","",1
"claim","claim.gql_mutation_create_claims_perms","Claim | Mutation Create Claims","",1
"claim","claim.gql_mutation_delete_claims_perms","Claim | Mutation Delete Claims","",1
"claim","claim.gql_mutation_deliver_claim_feedback_perms","Claim | Mutation Deliver Claim Feedback","",1
"claim","claim.gql_mutation_select_claim_feedback_perms","Claim | Mutation Select Claim Feedback","",1
"claim","claim.gql_mutation_skip_claim_feedback_perms","Claim | Mutation Skip Claim Feedback","",1
"claim","claim.gql_mutation_submit_claims_perms","Claim | Mutation Submit Claims","",1
"claim","claim.gql_mutation_update_claims_perms","Claim | Mutation Update Claims","",1
"claim","claim.healthFacilityClaims.page.title","Health Facility Claims","",1
"claim","claim.lastVisitDate","Last Visit Date","",1
"claim","claim.mainDiagnosis","Main Diagnosis","",1
"claim","claim.mainMenu","Claims","",1
"claim","claim.menu.healthFacilityClaims","Health Facility Claims","",1
"claim","claim.menu.reviews","Reviews","",1
"claim","claim.newClaim.adminAndHFRequired","Please select Health Facility and Claim Administrator first","",1
"claim","claim.newClaim.tooltip","Create new claim","",1
"claim","claim.noitem","No Item To Display","",1
"claim","claim.noservice","No Service To Display","",1
"claim","claim.openNewTab.buttonText","Open","",1
"claim","claim.openNewTabButton.tooltip","Open in new tab","",1
"claim","claim.print.buttonText","Print","",1
"claim","claim.referralCode","Referral Code","",1
"claim","claim.restore.buttonText","Restore","",1
"claim","claim.Review.deliverReview.fab.tooltip","Deliver review","",1
"claim","claim.reviewButton.tooltip","Deliver Review","",1
"claim","claim.reviews.page.title","Reviews","",1
"claim","claim.reviewStatus","Review Status","",1
"claim","claim.reviewStatus.1","Idle","",1
"claim","claim.reviewStatus.16","Bypassed","",1
"claim","claim.reviewStatus.2","Not Selected","",1
"claim","claim.reviewStatus.4","Selected","",1
"claim","claim.reviewStatus.8","Delivered","",1
"claim","claim.reviewStatus.null","Any","",1
"claim","claim.SaveClaimReview.mutationLabel","Save claim {code} review","",1
"claim","claim.secDiagnosis1","Sec Dg1","",1
"claim","claim.secDiagnosis2","Sec Dg2","",1
"claim","claim.secDiagnosis3","Sec Dg3","",1
"claim","claim.secDiagnosis4","Sec Dg4","",1
"claim","claim.SelectClaimForFeedback.mutationLabel","Select claim {code} for feedback","",1
"claim","claim.SelectClaimsForFeedback.mutationLabel","Selected {count} claims for feedback","",1
"claim","claim.SkipClaimFeedback.mutationLabel","Skip claim {code} feedback","",1
"claim","claim.SkipClaimsFeedback.mutationLabel","Skipped {count} claims feedbacks","",1
"claim","claim.SubmitAllClaims.mutationLabel","Submitted {claims} claims","",1
"claim","claim.SubmitClaim.mutationLabel","Submit claim {code}","",1
"claim","claim.SubmitClaims.mutationLabel","Submitted {count} claims","",1
"claim","claim.UpdateClaim.mutationLabel","Update Claim - {code}","",1
"claim","claim.url.validation.notAllowed","Entered URL's domain is not allowed.","",1
"claim","claim.visitDateFrom","Visit Date From","",1
"claim","claim.visitDateTo","Visit Date To","",1
"claim_batch","claim_batch.AccountPreviewer.title","Accounts","",1
"claim_batch","claim_batch.BatchRun.errorHeader","Select data to create PDF","",1
"claim_batch","claim_batch.BatchRunLauncher.title","Launch Batch Run","",1
"claim_batch","claim_batch.BatchRunSearcher.title","Relative Indexes ({totalCount})","",1
"claim_batch","claim_batch.batchRunSummaries.calculatedDate","Calculated Date","",1
"claim_batch","claim_batch.claimBatch.page.title","Batch Runs","",1
"claim_batch","claim_batch.menu.claim_batch","Batch Runs","",1
"claim_batch","claim_batch.previewer.dateFrom","Date From","",1
"claim_batch","claim_batch.previewer.dateTo","Date To","",1
"claim_batch","claim_batch.processBatch.confirm.title","Launch Batch Processing","",1
"contract","contract.amendButton.tooltip","Amend","",1
"contract","contract.amendContract.confirm.title","Amend Contract?","",1
"contract","contract.amountNotified","Amount Notified","",1
"contract","contract.approveButton.tooltip","Approve","",1
"contract","contract.approveContract.confirm.title","Approve Contract?","",1
"contract","contract.approveContractAll.confirm.title","Approve all negotiable Contracts?","",1
"contract","contract.approveContractBulk.confirm.message.unapprovableNotEmpty","Only {approvableContracts} out of {contracts} Contracts are negotiable and can be approved. Are you sure you want to continue?","",1
"contract","contract.approveContractBulk.confirm.title","Approve selected Contract(s)?","",1
"contract","contract.code","Code","",1
"contract","contract.contractContributionDetails.label","Contract Contribution Details","",1
"contract","contract.contractContributionDetails.searcher.title","{contractContributionDetailsTotalCount} Contract Contribution Details Found","",1
"contract","contract.contractDetails.createContractDetails","Create new Contract Details","",1
"contract","contract.contractDetails.createContractDetails.confirm.message","Are you sure you want to create new Contract Details?","",1
"contract","contract.contractDetails.createContractDetails.confirm.title","Create new Contract Details?","",1
"contract","contract.contractDetails.deleteContractDetails.confirm.message","Are you sure you want to delete {insuree} - {contributionPlanBundle}?","",1
"contract","contract.contractDetails.editContractDetails","Edit Contract Details","",1
"contract","contract.contractDetails.editContractDetails.confirm.message","Are you sure you want to save changes for {insuree} - {contributionPlanBundle}?","",1
"contract","contract.contractDetails.editContractDetails.confirm.title","Save changes in Contract Details?","",1
"contract","contract.contractDetails.label","Contract Details","",1
"contract","contract.contractDetails.searcher.title","{contractDetailsTotalCount} Contract Details Found","",1
"contract","contract.contracts.page.title","Contracts","",1
"contract","contract.contracts.searcher.results.title","{contractsTotalCount} Contracts Found","",1
"contract","contract.ContractStatePicker.addendum","Addendum","",1
"contract","contract.counterButton.tooltip","Counter","",1
"contract","contract.counterContract.confirm.title","Counter Contract?","",1
"contract","contract.counterContractAll.confirm.title","Counter all negotiable Contracts?","",1
"contract","contract.counterContractBulk.confirm.message.unapprovableNotEmpty","Only {approvableContracts} out of {contracts} Contracts are negotiable and can be countered. Are you sure you want to continue?","",1
"contract","contract.counterContractBulk.confirm.title","Counter selected Contract(s)?","",1
"contract","contract.createButton.tooltip","Create new Contract","",1
"contract","contract.CreateContract.mutationLabel","Create Contract {label}","",1
"contract","contract.CreateContractDetails.mutationLabel","Create Contract Detail {insuree} - {contributionPlanBundle} for {contract}","",1
"contract","contract.dateApproved","Date Approved","",1
"contract","contract.datePaymentDue","Payment Due Date","",1
"contract","contract.dateValidFrom","Valid from","",1
"contract","contract.dateValidTo","Valid to","",1
"contract","contract.deleteButton.tooltip","Delete","",1
"contract","contract.deleteContract.confirm.message","Deleting data does not mean erasing it from openIMIS database. The data will only be deactivated from the viewed list.","",1
"contract","contract.deleteContract.confirm.title","Are you sure you want to delete {label}?","",1
"contract","contract.DeleteContract.mutationLabel","Delete Contract {label}","",1
"contract","contract.DeleteContractDetails.mutationLabel","Delete Contract Detail {insuree} - {contributionPlanBundle} for {contract}","",1
"contract","contract.dialog.cancel","Cancel","",1
"contract","contract.dialog.create","Create","",1
"contract","contract.dialog.update","Save","",1
"contract","contract.editButton.tooltip","Edit","",1
"contract","contract.gql_invoice_create_perms","Contract | Invoice Create","",1
"contract","contract.gql_mutation_create_contract_perms","Contract | Mutation Create Contract","",1
"contract","contract.gql_mutation_create_contract_policyholder_portal_perms","Contract | Mutation Create Contract Policyholder Portal","",1
"contract","contract.gql_mutation_create_payments_perms","Contract | Mutation Create Payments","",1
"contract","contract.gql_mutation_delete_contract_perms","Contract | Mutation Delete Contract","",1
"contract","contract.gql_mutation_delete_payments_perms","Contract | Mutation Delete Payments","",1
"contract","contract.gql_mutation_submit_contract_perms","Contract | Mutation Submit Contract","",1
"contract","contract.gql_mutation_submit_contract_policyholder_portal_perms","Contract | Mutation Submit Contract Policyholder Portal","",1
"contract","contract.gql_mutation_update_contract_perms","Contract | Mutation Update Contract","",1
"contract","contract.gql_mutation_update_contract_policyholder_portal_perms","Contract | Mutation Update Contract Policyholder Portal","",1
"contract","contract.gql_mutation_update_payments_perms","Contract | Mutation Update Payments","",1
"contract","contract.headPanel.title","General Information","",1
"contract","contract.insureePolicy.label","Persons Covered","",1
"contract","contract.insureePolicy.searcher.title","{insureePoliciesTotalCount} Persons Covered Found","",1
"contract","contract.isDeleted","Show Deleted","",1
"contract","contract.menu.contracts","Contracts","",1
"contract","contract.page.title","Contract {label}","",1
"contract","contract.saveButton.tooltip.disabled","Please fill General Information fields first","",1
"contract","contract.saveButton.tooltip.enabled","Save changes","",1
"contract","contract.submitButton.tooltip","Submit","",1
"contract","contract.submitContract.confirm.message","Are you sure you want to submit Contract {label}?","",1
"contract","contract.submitContract.confirm.title","Submit Contract?","",1
"contract","contract.submitContract.mutationLabel","Submit Contract {label}","",1
"contract","contract.UpdateContract.mutationLabel","Update Contract {label}","",1
"contract","contract.UpdateContractDetails.mutationLabel","Update Contract Detail {insuree} - {contributionPlanBundle} for {contract}","",1
"contribution","contribution.addContributionDialog.maxINstallments.message","You've reached the limit of maximum installments for this plan. You can't add more contributions.","",1
"contribution","contribution.addContributionDialog.maxINstallments.title","Limit of Installments Reached","",1
"contribution","contribution.addContributionDialog.noInstallmentsAllowed.message","No installments are allowed for this plan. You can't add any contributions.","",1
"contribution","contribution.addNewPremium.tooltip","Add new contribution","",1
"contribution","contribution.addNewPremium.tooltip.selectPolicy","Please select a policy to add a contribution","",1
"contribution","contribution.ContributionOverview.newTitle","Add a contribution","",1
"contribution","contribution.ContributionOverview.title","Contribution Details","",1
"contribution","contribution.CreateContribution.mutationLabel","Create contribution","",1
"contribution","contribution.deleteContributionDialog.message","Are you sure you want to delete this contribution?","",1
"contribution","contribution.deleteContributionDialog.title","Delete contribution","",1
"contribution","contribution.deleteContributionDialog.yes.button","Yes","",1
"contribution","contribution.deletePremium.buttonText","Delete","",1
"contribution","contribution.deletePremium.tooltip","Delete contribution","",1
"contribution","contribution.familySummaries.insuranceNo","Head Ins. No.","",1
"contribution","contribution.familySummaries.lastName","Head Last Name","",1
"contribution","contribution.gql_mutation_create_premiums_perms","Contribution | Mutation Create Premiums","",1
"contribution","contribution.gql_mutation_delete_premiums_perms","Contribution | Mutation Delete Premiums","",1
"contribution","contribution.gql_mutation_update_premiums_perms","Contribution | Mutation Update Premiums","",1
"contribution","contribution.menu.contributions","Contributions","",1
"contribution","contribution.openNewTab.buttonText","Open","",1
"contribution","contribution.payDate","Payment Date","",1
"contribution","contribution.payDateFrom","Payment Date from","",1
"contribution","contribution.payDateTo","Payment Date to","",1
"contribution","contribution.PaymentCategoryOverviewReport.dateEnd","Date To","",1
"contribution","contribution.PaymentCategoryOverviewReport.dateStart","Date From","",1
"contribution","contribution.policy.expiryDate","Expiry date","",1
"contribution","contribution.policy.name","Policy name","",1
"contribution","contribution.policy.startDate","Start date","",1
"contribution","contribution.PremiumCollectionReport.dateEnd","Date To","",1
"contribution","contribution.PremiumCollectionReport.dateStart","Date From","",1
"contribution","contribution.PremiumPaymentTypePicker.label","Payment Type","",1
"contribution","contribution.redirectToFamily.tooltip","Redirect to the family","",1
"contribution","contribution.reload.tooltip","Reload","",1
"contribution","contribution.saveContributionDialog.maxINstallments.message","Adding another 'contribution' will exceed the installment limit","",1
"contribution","contribution.saveContributionDialog.messageEqual","The contribution matches the value of the policy","",1
"contribution","contribution.saveContributionDialog.messageHigher","The contribution is higher than the value of the policy","",1
"contribution","contribution.saveContributionDialog.messageLower","The contribution is lower than the policy value","",1
"contribution","contribution.saveContributionDialog.messageLowerConfirm","Should the policy come into force?","",1
"contribution","contribution.saveContributionDialog.no.button","No","",1
"contribution","contribution.saveContributionDialog.ok.button","OK","",1
"contribution","contribution.saveContributionDialog.title","Contribution confirmation","",1
"contribution","contribution.saveContributionDialog.yes.button","Yes","",1
"contribution","contribution.UpdateContribution.mutationLabel","Update contribution","",1
"contribution","contribution.warning.header","WARNING","",1
"contributionPlan","contributionPlan.code","Code","",1
"contributionPlan","contributionPlan.contributionPlan.createButton.tooltip","Create new Contribution Plan","",1
"contributionPlan","contributionPlan.contributionPlan.headPanel.title","General Information","",1
"contributionPlan","contributionPlan.contributionPlan.label","Contribution Plan","",1
"contributionPlan","contributionPlan.contributionPlan.page.title","Contribution Plan {label}","",1
"contributionPlan","contributionPlan.contributionPlanBundle.contributionPlansAttachedPanel.createContributionPlan","Attach new contribution plan","",1
"contributionPlan","contributionPlan.contributionPlanBundle.contributionPlansAttachedPanel.dialog.cancel","Cancel","",1
"contributionPlan","contributionPlan.contributionPlanBundle.contributionPlansAttachedPanel.dialog.create","Create","",1
"contributionPlan","contributionPlan.contributionPlanBundle.contributionPlansAttachedPanel.dialog.update","Save","",1
"contributionPlan","contributionPlan.contributionPlanBundle.contributionPlansAttachedPanel.editContributionPlan","Edit Contribution Plan","",1
"contributionPlan","contributionPlan.contributionPlanBundle.contributionPlansAttachedPanel.title","{count} Contribution Plans Attached","",1
"contributionPlan","contributionPlan.contributionPlanBundle.createButton.tooltip","Create new Contribution Plan Bundle","",1
"contributionPlan","contributionPlan.contributionPlanBundle.label","Contribution Plan Bundle","",1
"contributionPlan","contributionPlan.contributionPlanBundle.page.title","Contribution Plan Bundle {label}","",1
"contributionPlan","contributionPlan.contributionPlanBundle.replacePage.title","Add New Version of Contribution Plan Bundle {label}","",1
"contributionPlan","contributionPlan.contributionPlanBundles.page.title","Contribution Plan Bundles","",1
"contributionPlan","contributionPlan.contributionPlanBundles.searcher.results.title","{contributionPlanBundlesTotalCount} Contribution Plan Bundles Found","",1
"contributionPlan","contributionPlan.contributionPlans.page.title","Contribution Plans","",1
"contributionPlan","contributionPlan.contributionPlans.searcher.results.title","{contributionPlansTotalCount} Contribution Plans Found","",1
"contributionPlan","contributionPlan.CreateContributionPlan.mutationLabel","Create Contribution Plan - {label}","",1
"contributionPlan","contributionPlan.CreateContributionPlanBundle.mutationLabel","Create Contribution Plan Bundle - {label}","",1
"contributionPlan","contributionPlan.CreateContributionPlanBundleDetails.mutationLabel","Attach new Contribution Plan to {contributionPlanBundle}","",1
"contributionPlan","contributionPlan.dateValidFrom","Valid from","",1
"contributionPlan","contributionPlan.dateValidTo","Valid to","",1
"contributionPlan","contributionPlan.deleteButton.tooltip","Delete","",1
"contributionPlan","contributionPlan.deleteContributionPlan.confirm.message","Are you sure you want to delete {label}?","",1
"contributionPlan","contributionPlan.deleteContributionPlan.confirm.title","Delete Contribution Plan {label}","",1
"contributionPlan","contributionPlan.DeleteContributionPlan.mutationLabel","Delete Contribution Plan - {label}","",1
"contributionPlan","contributionPlan.deleteContributionPlanBundle.confirm.title","Delete Contribution Plan Bundle {label}?","",1
"contributionPlan","contributionPlan.DeleteContributionPlanBundle.mutationLabel","Delete Contribution Plan Bundle - {label}","",1
"contributionPlan","contributionPlan.DeleteContributionPlanBundleDetails.mutationLabel","Delete {contributionPlan} from {contributionPlanBundle}","",1
"contributionPlan","contributionPlan.editButton.tooltip","Edit","",1
"contributionPlan","contributionPlan.isDeleted","Show Deleted","",1
"contributionPlan","contributionPlan.name","Name","",1
"contributionPlan","contributionPlan.paymentPlans.page.title","Payment Plans","",1
"contributionPlan","contributionPlan.paymentPlans.searcher.results.title","{paymentPlansTotalCount} Payment Plans Found","",1
"contributionPlan","contributionPlan.replaceButton.tooltip","Add New Version","",1
"contributionPlan","contributionPlan.saveButton.tooltip.disabled","Fill out all required fields. Saving form without any changes not possible.","",1
"contributionPlan","contributionPlan.saveButton.tooltip.enabled","Save changes","",1
"contributionPlan","contributionPlan.UpdateContributionPlan.mutationLabel","Update Contribution Plan - {label}","",1
"contributionPlan","contributionPlan.UpdateContributionPlanBundle.mutationLabel","Update Contribution Plan Bundle - {label}","",1
"contributionPlan","contributionPlan.UpdateContributionPlanBundleDetails.mutationLabel","Update {contributionPlan} of {contributionPlanBundle}","",1
