module,key,english,lao,priority
"insuree","insuree.menu.insurees","Insurees","",1
"insuree","insuree.noFSP","First Service Point not registered.","",1
"insuree","insuree.notFound","Not Found","",1
"insuree","insuree.PhotoStatus","Photo status","",1
"insuree","insuree.PhotoStatus.null","Any","",1
"insuree","insuree.PhotoStatus.with","With","",1
"insuree","insuree.PhotoStatus.without","Without","",1
"insuree","insuree.Profession.none","Not specified","",1
"insuree","insuree.ProfessionPicker.label","Profession","",1
"insuree","insuree.Relation.none","None","",1
"insuree","insuree.RelationPicker.label","Relationship","",1
"insuree","insuree.RemoveInsuree.cancelPolicies.mutationLabel","Remove insuree - {label} from family {family} and cancel policies","",1
"insuree","insuree.removeInsureeFromFamilyDialog.cancelPolicies.button","Remove and cancel Policies","",1
"insuree","insuree.removeInsureeFromFamilyDialog.keepPolicies.button","Remove and keep Policies","",1
"insuree","insuree.removeInsureeFromFamilyDialog.title","Remove insuree - {insuree}?","",1
"insuree","insuree.resetFilters.tooltip","Reset search criteria","",1
"insuree","insuree.searchAgain.tooltip","Search again","",1
"insuree","insuree.selectHeadInsuree.tooltip","Select existing insuree as head","",1
"insuree","insuree.setHeadInsureeDialog.title","Change family head?","",1
"insuree","insuree.showInsureeSearchCriteria.tooltip","Find an insuree","",1
"insuree","insuree.UpdateFamily.mutationLabel","Update family - {label}","",1
"insuree","insuree.UpdateInsuree.mutationLabel","Update insuree - {label}","",1
"insuree","insuree.workersMainMenu","Workers and Vouchers","",1
"invoice","invoice.code","Code","",1
"invoice","invoice.currencyCode","Devise","",1
"invoice","invoice.currencyTpCode","Destinataire de la devise","",1
"invoice","invoice.dateDue","Date d'\xe9ch\xe9ance","",1
"invoice","invoice.dateInvoice","Date de la facture","",1
"invoice","invoice.datePayed","Date de paiement","",1
"invoice","invoice.dateValidFrom","De","",1
"invoice","invoice.dateValidTo","A","",1
"invoice","invoice.delete.confirm.message","La suppression des donn\xe9es ne signifie pas leur effacement de la base de donn\xe9es openIMIS. La donn\xe9e sera seulement d\xe9sactiv\xe9e de la liste visualis\xe9e.","",1
"invoice","invoice.delete.confirm.title","Supprimer {code} ?","",1
"invoice","invoice.delete.mutationLabel","Supprimer la facture {code}","",1
"invoice","invoice.gql_bill_create_perms","Invoice | Bill Create","",1
"invoice","invoice.gql_bill_delete_perms","Invoice | Bill Delete","",1
"invoice","invoice.gql_bill_event_create_message_perms","Invoice | Bill Event Create Message","",1
"invoice","invoice.gql_bill_event_create_perms","Invoice | Bill Event Create","",1
"invoice","invoice.gql_bill_event_delete_all_message_perms","Invoice | Bill Event Delete All Message","",1
"invoice","invoice.gql_bill_event_delete_my_message_perms","Invoice | Bill Event Delete My Message","",1
"invoice","invoice.gql_bill_event_delete_perms","Invoice | Bill Event Delete","",1
"invoice","invoice.gql_bill_event_search_perms","Invoice | Bill Event Search","",1
"invoice","invoice.gql_bill_event_update_perms","Invoice | Bill Event Update","",1
"invoice","invoice.gql_bill_payment_create_perms","Invoice | Bill Payment Create","",1
"invoice","invoice.gql_bill_payment_delete_perms","Invoice | Bill Payment Delete","",1
"invoice","invoice.gql_bill_payment_search_perms","Invoice | Bill Payment Search","",1
"invoice","invoice.gql_bill_payment_update_perms","Invoice | Bill Payment Update","",1
"invoice","invoice.gql_bill_search_perms","Invoice | Bill Search","",1
"invoice","invoice.gql_bill_update_perms","Invoice | Bill Update","",1
"invoice","invoice.gql_invoice_create_perms","Invoice | Invoice Create","",1
"invoice","invoice.gql_invoice_delete_perms","Invoice | Invoice Delete","",1
"invoice","invoice.gql_invoice_event_create_message_perms","Invoice | Invoice Event Create Message","",1
"invoice","invoice.gql_invoice_event_create_perms","Invoice | Invoice Event Create","",1
"invoice","invoice.gql_invoice_event_delete_all_message_perms","Invoice | Invoice Event Delete All Message","",1
"invoice","invoice.gql_invoice_event_delete_my_message_perms","Invoice | Invoice Event Delete My Message","",1
"invoice","invoice.gql_invoice_event_delete_perms","Invoice | Invoice Event Delete","",1
"invoice","invoice.gql_invoice_event_search_perms","Invoice | Invoice Event Search","",1
"invoice","invoice.gql_invoice_event_update_perms","Invoice | Invoice Event Update","",1
"invoice","invoice.gql_invoice_payment_create_perms","Invoice | Invoice Payment Create","",1
"invoice","invoice.gql_invoice_payment_delete_perms","Invoice | Invoice Payment Delete","",1
"invoice","invoice.gql_invoice_payment_search_perms","Invoice | Invoice Payment Search","",1
"invoice","invoice.gql_invoice_payment_update_perms","Invoice | Invoice Payment Update","",1
"invoice","invoice.gql_invoice_search_perms","Invoice | Invoice Search","",1
"invoice","invoice.gql_invoice_update_perms","Invoice | Invoice Update","",1
"invoice","invoice.note","Note","",1
"invoice","invoice.status.CANCELLED","Annul\xe9","",1
"invoice","invoice.status.DELETED","Supprim\xe9","",1
"invoice","invoice.status.DRAFT","Draft","",1
"invoice","invoice.status.label","Statut","",1
"invoice","invoice.status.PAID","Pay\xe9e","",1
"invoice","invoice.status.RECONCILIATED","R\xe9concili\xe9","",1
"invoice","invoice.status.SUSPENDED","Suspendu","",1
"invoice","invoice.status.UNPAID","Non pay\xe9","",1
"invoice","invoice.status.VALIDATED","Valid\xe9","",1
"location","location.AddDialog.title","Nouveau {type}","",1
"location","location.CreateHealthFacility.mutationLabel","Cr\xe9er un \xe9tablissement de sant\xe9 {code}","",1
"location","location.CreateLocation.mutationLabel","Cr\xe9er un lieu {code} - {name}","",1
"location","location.DeleteDialog.cancel","Annuler","",1
"location","location.DeleteDialog.confirm","Vous voulez :","",1
"location","location.DeleteDialog.confirmSimple","\xcates-vous s\xfbr de vouloir supprimer {type} ? {code} - {name} ?","",1
"location","location.DeleteDialog.delete","Supprimer","",1
"location","location.DeleteDialog.drop","Supprimer {code} - {name} {type} et tous ses {children}","",1
"location","location.DeleteDialog.reassign","Supprimez {code} - {name} {type} et d\xe9placez son {directChildren} vers","",1
"location","location.DeleteDialog.title","Supprimer {code} - {name} {type}","",1
"location","location.deleteHealthFacility.buttonText","Delete","",1
"location","location.deleteHealthFacility.confirm.message","\xcates-vous s\xfbr de vouloir supprimer le code {code} - {name} de l'\xe9tablissement de sant\xe9 ?","",1
"location","location.deleteHealthFacility.confirm.title","Supprimer l'\xe9tablissement de sant\xe9","",1
"location","location.DeleteHealthFacility.mutationLabel","Supprimer l'\xe9tablissement de sant\xe9 {code}","",1
"location","location.DeleteLocation.mutationLabel","Supprimer le lieu {code} - {name}","",1
"location","location.DistrictPicker.label","District","",1
"location","location.DistrictPicker.none","Aucun","",1
"location","location.EditDialog.cancel","Annuler","",1
"location","location.EditDialog.code","Code","",1
"location","location.EditDialog.codeTaken","Ce code de lieux est d\xe9j\xe0 utilis\xe9","",1
"location","location.EditDialog.family","Famille","",1
"location","location.EditDialog.female","Femme","",1
"location","location.EditDialog.male","Homme","",1
"location","location.EditDialog.name","Nom","",1
"location","location.EditDialog.other","Autres","",1
"location","location.EditDialog.save","Sauvegarder","",1
"location","location.EditDialog.title","Modifier {type}","",1
"location","location.EditDialog.title.of"," de {code} - {name}","",1
"location","location.gql_mutation_create_health_facilities_perms","Location | Mutation Create Health Facilities","",1
"location","location.gql_mutation_create_locations_perms","Location | Mutation Create Locations","",1
"location","location.gql_mutation_create_region_locations_perms","Location | Mutation Create Region Locations","",1
"location","location.gql_mutation_delete_health_facilities_perms","Location | Mutation Delete Health Facilities","",1
"location","location.gql_mutation_delete_locations_perms","Location | Mutation Delete Locations","",1
"location","location.gql_mutation_edit_health_facilities_perms","Location | Mutation Edit Health Facilities","",1
"location","location.gql_mutation_edit_locations_perms","Location | Mutation Edit Locations","",1
"location","location.healthFacilities.page.title","\xc9tablissements de sant\xe9","",1
"location","location.healthFacility.edit.page.title","ESA {code}","",1
"location","location.healthFacility.edit.title","\xc9tablissement de sant\xe9 {code}","",1
"location","location.HealthFacilityFilter.accCode","Code comptable","",1
"location","location.HealthFacilityFilter.code","Code","",1
"location","location.HealthFacilityFilter.name","Nom","",1
"location","location.HealthFacilityForm.accCode","Code comptable","",1
"location","location.HealthFacilityForm.address","Adresse","",1
"location","location.HealthFacilityForm.code","Code","",1
"location","location.HealthFacilityForm.name","Nom","",1
"location","location.HealthFacilityForm.status","Statut","",1
"location","location.HealthFacilityForm.status.AC","Actif","",1
"location","location.HealthFacilityForm.status.DE","Radi\xe9 de la liste","",1
"location","location.HealthFacilityForm.status.ID","Au repos","",1
"location","location.HealthFacilityForm.status.IN","Inactif","",1
"location","location.HealthFacilityForm.status.null","S\xe8l.","",1
"location","location.HealthFacilityPicker.label","\xc9tablissement de sant\xe9","",1
"location","location.HealthFacilityPicker.placeholder","Rechercher un \xe9tablissement de sant\xe9...","",1
"location","location.healthFacilitySummaries.accCode","Code comptable","",1
"location","location.healthFacilitySummaries.code","Code","",1
"location","location.healthFacilitySummaries.name","Nom","",1
"location","location.Location2Picker.label","Municipalit\xe9","",1
"location","location.Location2Picker.none","Aucun","",1
"location","location.Location3Picker.label","Village","",1
"location","location.Location3Picker.none","Aucun","",1
"location","location.LocationPicker.closeText","Fermer","",1
"location","location.locations.page.title","Lieux","",1
"location","location.locations.searcher.title.0","R\xe9gions","",1
"location","location.locations.searcher.title.1","Districts","",1
"location","location.locations.searcher.title.2","Municipalit\xe9s","",1
"location","location.locations.searcher.title.3","Villages","",1
"location","location.locations.searcher.title.3.catchments","Bassins versants des villages","",1
"location","location.locationType.0.placeholder","Rechercher une r\xe9gion...","",1
"location","location.locationType.1.placeholder","Rechercher un district...","",1
"location","location.MoveDialog.cancel","Annuler","",1
"location","location.MoveDialog.Parent.None","Aucune","",1
"location","location.MoveDialog.title","D\xe9placer {code} - {name} {type}","",1
"location","location.RegionPicker.label","R\xe9gion","",1
"location","location.RegionPicker.none","Aucun","",1
"location","location.UpdateHealthFacility.mutationLabel","Mise \xe0 jour de la facilit\xe9 de sant\xe9 { code}","",1
"location","location.UpdateLocation.mutationLabel","Mise \xe0 jour du lieu {code} - {name}","",1
"medical","medical.addNewMedicalItem.tooltip","Ajouter un article m\xe9dical","",1
"medical","medical.addNewMedicalService.tooltip","Ajouter un nouvel acte","",1
"medical","medical.Diagnosis","Diagnostic","",1
"medical","medical.DiagnosisPicker.null","Tous","",1
"medical","medical.DiagnosisPicker.placeholder","Rechercher un diagnostic...","",1
"medical","medical.gql_mutation_medical_items_add_perms","Medical | Mutation Medical Items Add","",1
"medical","medical.gql_mutation_medical_items_delete_perms","Medical | Mutation Medical Items Delete","",1
"medical","medical.gql_mutation_medical_items_update_perms","Medical | Mutation Medical Items Update","",1
"medical","medical.gql_mutation_medical_services_add_perms","Medical | Mutation Medical Services Add","",1
"medical","medical.gql_mutation_medical_services_delete_perms","Medical | Mutation Medical Services Delete","",1
"medical","medical.gql_mutation_medical_services_update_perms","Medical | Mutation Medical Services Update","",1
"medical","medical.item.code","Code","",1
"medical","medical.item.createMedicalItem.mutationLabel","Cr\xe9er un article m\xe9dical","",1
"medical","medical.item.deleteDialog.message","\xcates-vous s\xfbr de vouloir supprimer cet article ?","",1
"medical","medical.item.deleteDialog.title","Confirmer la suppression","",1
"medical","medical.item.deleteDialog.yes.button","Oui","",1
"medical","medical.item.deleteItem.tooltip","Effacer l'article","",1
"medical","medical.item.deleteItemButton.buttonText","Delete","",1
"medical","medical.item.deleteItemDialog.message","\xcates-vous s\xfbr de vouloir supprimer cet article ?","",1
"medical","medical.item.MedicalItemOverview.title","D\xe9tails du produit m\xe9dical","",1
"medical","medical.item.name","Nom","",1
"medical","medical.item.openNewTabButton.buttonText","Open","",1
"medical","medical.item.updateMedicalItem.mutationLabel","Modification d'un produit m\xe9dical","",1
"medical","medical.ItemPicker.label","Article","",1
"medical","medical.ItemPicker.placeholder","Rechercher un article...","",1
"medical","medical.service.code","Code","",1
"medical","medical.service.deleteDialog.message","\xcates-vous s\xfbr de vouloir supprimer cet acte?","",1
"medical","medical.service.deleteDialog.title","Confirmer la suppression","",1
"medical","medical.service.deleteDialog.yes.button","Oui","",1
"medical","medical.service.deleteService.tooltip","Supprimer l'acte","",1
"medical","medical.service.deleteServiceButton.buttonText","Delete","",1
"medical","medical.service.deleteServiceDialog.message","\xcates-vous s\xfbr de vouloir supprimer cet acte?","",1
"medical","medical.service.MedicalServiceOverview.title","D\xe9tails des actes","",1
"medical","medical.service.name","Nom","",1
"medical","medical.service.openNewTabButton.buttonText","Open","",1
"medical","medical.service.update.mutationLabel","Modifier acte","",1
"medical","medical.ServicePicker.label","Acte","",1
"medical","medical.ServicePicker.placeholder","Rechercher acte...","",1
"medical","medical.visitType.none","Aucun","",1
"medical_pricelist","medical_pricelist.addNewPriceListTooltip","Ajouter une nouvelle liste de tarifs","",1
"medical_pricelist","medical_pricelist.createPricelist.mutationLabel","Liste de tarifs cr\xe9e","",1
"medical_pricelist","medical_pricelist.deletePricelist.mutationLabel","Liste de tarifs supprim\xe9e - {name}","",1
"medical_pricelist","medical_pricelist.deletePricelistButton.buttonText","Delete","",1
"medical_pricelist","medical_pricelist.deletePricelistDialog.message","Are you sure you want to delete the pricelist {name}?","",1
"medical_pricelist","medical_pricelist.deletePricelistDialog.title","Effacer la liste de tarifs","",1
"medical_pricelist","medical_pricelist.deletePricelistTooltip","Supprimer","",1
"medical_pricelist","medical_pricelist.gql_mutation_pricelists_medical_items_add_perms","Medical Pricelist | Mutation Pricelists Medical Items Add","",1
"medical_pricelist","medical_pricelist.gql_mutation_pricelists_medical_items_delete_perms","Medical Pricelist | Mutation Pricelists Medical Items Delete","",1
"medical_pricelist","medical_pricelist.gql_mutation_pricelists_medical_items_update_perms","Medical Pricelist | Mutation Pricelists Medical Items Update","",1
"medical_pricelist","medical_pricelist.gql_mutation_pricelists_medical_services_add_perms","Medical Pricelist | Mutation Pricelists Medical Services Add","",1
"medical_pricelist","medical_pricelist.gql_mutation_pricelists_medical_services_delete_perms","Medical Pricelist | Mutation Pricelists Medical Services Delete","",1
"medical_pricelist","medical_pricelist.gql_mutation_pricelists_medical_services_update_perms","Medical Pricelist | Mutation Pricelists Medical Services Update","",1
"medical_pricelist","medical_pricelist.name","Nom","",1
"medical_pricelist","medical_pricelist.openNewTabButton.buttonText","Open","",1
"medical_pricelist","medical_pricelist.pickerNoOptionsLabel","No options available(no pricelist has a matching location)","",1
"medical_pricelist","medical_pricelist.pricelist_date","Date","",1
"medical_pricelist","medical_pricelist.pricelistForm.table.title","D\xe9tails","",1
"medical_pricelist","medical_pricelist.pricelistForm.title","Liste de tarifs ({label})","",1
"medical_pricelist","medical_pricelist.pricelistsSearcher.table.title","{count} listes de tarifs","",1
"medical_pricelist","medical_pricelist.priceOverruleDialog.clear.button","Effacer","",1
"medical_pricelist","medical_pricelist.priceOverruleDialog.title","D\xe9passer le tarif","",1
"medical_pricelist","medical_pricelist.priceOverruleDialog.yes.button","Sauvegarder","",1
"medical_pricelist","medical_pricelist.table.code","Code","",1
"medical_pricelist","medical_pricelist.table.editOverruleButton","\xc9diter","",1
"medical_pricelist","medical_pricelist.table.medicalItemName","medical_pricelist.table.medicalServiceName","",1
"medical_pricelist","medical_pricelist.table.medicalServiceName","Service Name","",1
"medical_pricelist","medical_pricelist.table.name","Nom","",1
"medical_pricelist","medical_pricelist.updatePricelist.mutationLabel","Liste de tarifs modifi\xe9e - {name}","",1
"openSearchReports","openSearchReports.dashboard.edit","Modifier le tableau de bord","",1
"openSearchReports","openSearchReports.dashboard.name","Nom du tableau de bord","",1
"openSearchReports","openSearchReports.dashboard.synchDisabled","Synchronisation d\xe9sactiv\xe9e","",1
"openSearchReports","openSearchReports.dashboard.synchStatus","Synchronisation d\xe9sactiv\xe9e","",1
"openSearchReports","openSearchReports.dashboard.url","URL du tableau de bord","",1
"openSearchReports","openSearchReports.dialog.cancel","Annuler","",1
"openSearchReports","openSearchReports.dialog.save","\xc9conomiser","",1
"openSearchReports","openSearchReports.dialog.title","Editer les d\xe9tails - {dashboardName}","",1
"openSearchReports","openSearchReports.openSearch","Tableaux de bord","",1
"openSearchReports","openSearchReports.openSearch.beneficiaryReports","Rapports sur les b\xe9n\xe9ficiaires","",1
"openSearchReports","openSearchReports.openSearch.dataUpdatesReports","Mises \xe0 jour des donn\xe9es Rapports","",1
"openSearchReports","openSearchReports.openSearch.grievanceReports","Rapports de griefs","",1
"openSearchReports","openSearchReports.openSearch.groupReports","Rapports des groupes","",1
"openSearchReports","openSearchReports.openSearch.individualReports","Rapports individuels","",1
"openSearchReports","openSearchReports.openSearch.invoiceReports","Rapports sur les factures","",1
"openSearchReports","openSearchReports.openSearch.openSearchConfig","G\xe9rer les tableaux de bord","",1
"openSearchReports","openSearchReports.openSearch.paymentReports","Rapports de paiement","",1
"openSearchReports","openSearchReports.openSearch.searcherResultsTitle","G\xe9rer les rapports et les tableaux de bord","",1
"payer","payer.AddFundingDialog.submit","Soumettre","",1
"payer","payer.AddFundingDialog.title","Ajouter un financement","",1
"payer","payer.address","Adresse","",1
"payer","payer.adminMenu.payers.title","Payeurs","",1
"payer","payer.createMutation.label","Cr\xe9er le payeur {name}","",1
"payer","payer.deleteMutation.label","Supprimer le payeur {name}","",1
"payer","payer.FundingPanel.table.addFunding","Ajouter un financement","",1
"payer","payer.FundingPanel.table.title","Financements","",1
"payer","payer.gql_mutation_payer_add_perms","Payer | Mutation Payer Add","",1
"payer","payer.gql_mutation_payer_delete_perms","Payer | Mutation Payer Delete","",1
"payer","payer.gql_mutation_payer_update_perms","Payer | Mutation Payer Update","",1
"payer","payer.name","Nom","",1
"payer","payer.payDate","Date de paie","",1
"payer","payer.PayerForm.title","Payeur {label}","",1
"payer","payer.PayerPicker.label","Payeur","",1
"payer","payer.updateMutation.label","Mise \xe0 jour du payeur {name}","",1
"payment","payment.addNewPayment.tooltip","Ajouter un nouveau paiement","",1
"payment","payment.addNewPayment.tooltip.selectPremium","S\xe9lectionner une contribution pour ajouter un paiement","",1
"payment","payment.addNewPaymentTooltip","Ajouter un nouveau paiement","",1
"payment","payment.CreatePayment.mutationLabel","Cr\xe9er un paiement","",1
"payment","payment.deletePayment.tooltip","Supprimer le paiement","",1
"payment","payment.deletePaymentDialog.message","\xcates-vous s\xfbr de vouloir supprimer ce paiement ?","",1
"payment","payment.deletePaymentDialog.title","Supprimer le paiement","",1
"payment","payment.deletePaymentDialog.yes.button","Oui","",1
"payment","payment.gql_mutation_create_payments_perms","Payment | Mutation Create Payments","",1
"payment","payment.gql_mutation_delete_payments_perms","Payment | Mutation Delete Payments","",1
"payment","payment.gql_mutation_update_payments_perms","Payment | Mutation Update Payments","",1
"payment","payment.menu.payments","Paiements","",1
"payment","payment.payment.dateLastSms","Date du dernier SMS","",1
"payment","payment.payment.matchedDate","Date d'association","",1
"payment","payment.payment.officerCode","Code de l'agent","",1
"payment","payment.payment.receiptNo","N\xb0 de re\xe7u","",1
"payment","payment.payment.receivedDate","Date de r\xe9ception","",1
"payment","payment.payment.receivedDateFrom","Date de r\xe9ception depuis","",1
"payment","payment.payment.receivedDateTo","Date de r\xe9ception jusqu'\xe0","",1
"payment","payment.payment.requestDate","Date de la demande","",1
"payment","payment.payment.requestDateFrom","Date de la demande depuis","",1
"payment","payment.payment.requestDateTo","Date de la demande jusqu'\xe0","",1
"payment","payment.payment.status","Statut","",1
"payment","payment.payment.status.-1","Rejet\xe9","",1
"payment","payment.payment.status.-2","Rejet\xe9","",1
"payment","payment.payment.status.-3","Rejet\xe9","",1
"payment","payment.payment.status.-4","\xc9chec de la R\xe9ception du Paiement","",1
"payment","payment.payment.status.-5","\xc9chec de correspondance","",1
"payment","payment.payment.status.0","Annul\xe9","",1
"payment","payment.payment.status.1","Pas encore confirm\xe9e","",1
"payment","payment.payment.status.2","Envoy\xe9","",1
"payment","payment.payment.status.3","Assign\xe9","",1
"payment","payment.payment.status.4","Non-associ\xe9","",1
"payment","payment.payment.status.5","Associ\xe9","",1
"payment","payment.payment.status.none",".","",1
"payment","payment.payment.status.null","Tous","",1
"payment","payment.PaymentFilter.status","Statut","",1
"payment","payment.PaymentOverview.title","D\xe9tails Paiement","",1
"payment","payment.UpdatePayment.mutationLabel","Modifier le paiement","",1
"paymentCycle","paymentCycle.bills.code","Code","",1
"paymentCycle","paymentCycle.bills.dateBill","Date Facture","",1
"paymentCycle","paymentCycle.bills.searcherResultsTitle","{billsTotalCount} Factures trouv\xe9es","",1
"paymentCycle","paymentCycle.bills.status.CANCELLED","Annul\xe9","",1
"paymentCycle","paymentCycle.bills.status.DELETED","Supprim\xe9","",1
"paymentCycle","paymentCycle.bills.status.DRAFT","Projet","",1
"paymentCycle","paymentCycle.bills.status.label","Statut","",1
"paymentCycle","paymentCycle.bills.status.PAYED","Pay\xe9","",1
"paymentCycle","paymentCycle.bills.status.SUSPENDED","Suspendu","",1
"paymentCycle","paymentCycle.bills.status.VALIDATED","Valid\xe9","",1
"paymentCycle","paymentCycle.button.showDuplicateSummary","Afficher le r\xe9sum\xe9 des doublons","",1
"paymentCycle","paymentCycle.create.mutationLabel","Le cycle de paiement {code} a \xe9t\xe9 cr\xe9\xe9.","",1
"paymentCycle","paymentCycle.createButton.tooltip","Create","",1
"paymentCycle","paymentCycle.deduplicate.button.cancel","Annuler","",1
"paymentCycle","paymentCycle.deduplicate.fields.placeholder","S\xe9lection du champ de d\xe9tection des doublons","",1
"paymentCycle","paymentCycle.deduplicate.title","Paiements D\xe9duplication","",1
"paymentCycle","paymentCycle.label.code","Code","",1
"paymentCycle","paymentCycle.label.dateValidFrom","Date de d\xe9but","",1
"paymentCycle","paymentCycle.label.dateValidTo","Date \xe0","",1
"paymentCycle","paymentCycle.paymentCycle.code","Code","",1
"paymentCycle","paymentCycle.paymentCycle.endDate","Date de fin","",1
"paymentCycle","paymentCycle.paymentCycle.page.title","G\xe9n\xe9rer un cycle de paiement","",1
"paymentCycle","paymentCycle.paymentCycle.searcherResultsTitle","{paymentCyclesTotalCount} Cycles de paiement","",1
"paymentCycle","paymentCycle.paymentCycle.startDate","Date de d\xe9but","",1
"paymentCycle","paymentCycle.paymentCycle.status","Statut","",1
"paymentCycle","paymentCycle.PaymentCycleBillsTab.label","Factures","",1
"paymentCycle","paymentCycle.PaymentCycleHeadPanel.label.code","Code","",1
"paymentCycle","paymentCycle.PaymentCycleHeadPanel.label.endDate","Date de fin","",1
"paymentCycle","paymentCycle.PaymentCycleHeadPanel.label.startDate","Date de d\xe9but","",1
"paymentCycle","paymentCycle.PaymentCycleHeadPanel.label.status","Statut","",1
"paymentCycle","paymentCycle.PaymentCyclePage.title","Cycle de paiement {code} ","",1
"paymentCycle","paymentCycle.paymentCycles.page.title","Cycles de paiement","",1
"paymentCycle","paymentCycle.paymentCycleStatusPicker","Statut du cycle de paiement","",1
"paymentCycle","paymentCycle.paymentCycleStatusPicker.ACTIVE","ACTIF","",1
"paymentCycle","paymentCycle.paymentCycleStatusPicker.null","ANY","",1
"paymentCycle","paymentCycle.paymentCycleStatusPicker.PENDING","EN ATTENTE","",1
"paymentCycle","paymentCycle.paymentCycleStatusPicker.SUSPENDED","SUSPENDU","",1
"paymentCycle","paymentCycle.PaymentDuplicatesTable.merge.header","Supprimer le paiement","",1
"paymentCycle","paymentCycle.saveButton.tooltip","Enregistrer les modifications","",1
"paymentCycle","paymentCycle.searcherResultsTitle","{paymentCyclesTotalCount} Payment Cycles Found","",1
"paymentCycle","paymentCycle.tasks.deduplication.title","T\xe2che de d\xe9duplication des paiements","",1
"paymentCycle","paymentCycle.tasks.update.title","T\xe2ches du cycle de paiement","",1
"paymentCycle","paymentCycle.tooltip.any","Tous","",1
"paymentCycle","paymentCycle.tooltip.edit","Editer","",1
"paymentCycle","paymentCycle.update.mutationLabel","Le cycle de paiement {code} a \xe9t\xe9 mis \xe0 jour.","",1
"paymentCycle","paymentCycle.viewDetailsButton.tooltip","D\xe9tails","",1
"payroll","payroll.additonalFields.close","Fermer","",1
"payroll","payroll.additonalFields.label","Champs suppl\xe9mentaires","",1
"payroll","payroll.additonalFields.showAdditionalFields","Afficher les champs suppl\xe9mentaires","",1
"payroll","payroll.advancedCriteria.none","No additional filters applied.","",1
"payroll","payroll.advancedFilters.button.addFilters","Ajouter un filtre","",1
"payroll","payroll.advancedFilters.button.advancedFilters","Filtres avanc\xe9s","",1
"payroll","payroll.advancedFilters.button.cancel","Annuler","",1
"payroll","payroll.advancedFilters.button.clearAllFilters","Effacer tous les filtres","",1
"payroll","payroll.advancedFilters.button.filter","Filtre","",1
"payroll","payroll.benefitAttachment.searcherResultsTitle","{benefitAttachmentsTotalCount} Avantages constat\xe9s","",1
"payroll","payroll.benefitConsumption.cancel","Annuler","",1
"payroll","payroll.benefitConsumption.code","Code","",1
"payroll","payroll.benefitConsumption.dateDue","Date d'\xe9ch\xe9ance","",1
"payroll","payroll.benefitConsumption.delete.confirm.message","\xcates-vous s\xfbr de vouloir supprimer la consommation de prestations ? Une fois que vous avez cliqu\xe9 sur confirmer, une approbation suppl\xe9mentaire au niveau de la t\xe2che est n\xe9cessaire pour la supprimer d\xe9finitivement.","",1
"payroll","payroll.benefitConsumption.delete.confirm.title","Supprimer la consommation de prestations","",1
"payroll","payroll.benefitConsumption.individual.firstName","Pr\xe9nom","",1
"payroll","payroll.benefitConsumption.individual.lastName","Nom de famille","",1
"payroll","payroll.benefitConsumption.paymentDate","Date de paiement","",1
"payroll","payroll.benefitConsumption.payroll.benefitPlanName","R\xe9gime de prestations","",1
"payroll","payroll.benefitConsumption.payroll.endDate","Date de fin de comptabilit\xe9","",1
"payroll","payroll.benefitConsumption.payroll.name","Nom de la paie","",1
"payroll","payroll.benefitConsumption.payroll.startDate","Date de d\xe9but de la comptabilit\xe9","",1
"payroll","payroll.benefitConsumption.searcherResultsTitle","{benefitConsumptionsTotalCount} Consommation de prestations constat\xe9e","",1
"payroll","payroll.benefitConsumption.status","Statut","",1
"payroll","payroll.benefitConsumption.status.CANCELLED","Annul\xe9","",1
"payroll","payroll.benefitConsumption.status.DELETED","Supprim\xe9","",1
"payroll","payroll.benefitConsumption.status.DRAFT","Projet","",1
"payroll","payroll.benefitConsumption.status.PAYED","Pay\xe9","",1
"payroll","payroll.benefitConsumption.status.SUSPENDED","Suspendu","",1
"payroll","payroll.benefitConsumption.status.VALIDATED","Valid\xe9","",1
"payroll","payroll.benefitConsumptionStatusPicker","Statut","",1
"payroll","payroll.benefitConsumptionStatusPicker.ACCEPTED","ACCEPT\xc9","",1
"payroll","payroll.benefitConsumptionStatusPicker.APPROVE_FOR_PAYMENT","APPROUVER LE PAIEMENT","",1
"payroll","payroll.benefitConsumptionStatusPicker.CREATED","CR\xc9\xc9","",1
"payroll","payroll.benefitConsumptionStatusPicker.DUPLICATE","DUPLICAT","",1
"payroll","payroll.benefitConsumptionStatusPicker.RECONCILED","RECONCILI\xc9","",1
"payroll","payroll.benefitConsumptionStatusPicker.REJECTED","REJET\xc9","",1
"payroll","payroll.createButton.tooltip","Create","",1
"payroll","payroll.errorSummary.close","Fermer","",1
"payroll","payroll.errorSummary.outputGateway.noInfo"," La passerelle de paiement n'indique pas pourquoi la facture n'est pas rapproch\xe9e. Veuillez contacter l'administrateur pour une enqu\xeate plus approfondie !","",1
"payroll","payroll.errorSummary.title","R\xe9sum\xe9 des erreurs","",1
"payroll","payroll.gql_csv_reconciliation_create_perms","Payroll | Csv Reconciliation Create","",1
"payroll","payroll.gql_csv_reconciliation_search_perms","Payroll | Csv Reconciliation Search","",1
"payroll","payroll.gql_payment_point_create_perms","Payroll | Payment Point Create","",1
"payroll","payroll.gql_payment_point_delete_perms","Payroll | Payment Point Delete","",1
"payroll","payroll.gql_payment_point_search_perms","Payroll | Payment Point Search","",1
"payroll","payroll.gql_payment_point_update_perms","Payroll | Payment Point Update","",1
"payroll","payroll.gql_payroll_create_perms","Payroll | Payroll Create","",1
